title,author,average_rate,genre,summary,link,year,category
Come Sundown,Nora Roberts,4.15,Romance,"Love. Lies. Murder. A lot can happen... COME SUNDOWNBodine Longbow loves to rise with the dawn. As the manager of her family's resort in Western Montana, there just aren't enough hours in the day - for life, for work, for loved ones. She certainly doesn't have time for love, not even in the gorgeous shape of her childhood crush Callen Skinner, all grown up and returned to the ranch. Then again, maybe Callen can change her mind, given time...But when a young woman's body is discovered on resort land, everything changes. Callen falls under the suspicion of a deputy sheriff with a grudge. And for Bodine's family, the murder is a shocking reminder of an old loss. Twenty-five years ago, Bodine's Aunt Alice vanished, never to be heard of again. Could this new tragedy be connected to Alice's mysterious disappearance?As events take a dramatic and deadly turn, Bodine and Callen must race to uncover the truth - before the sun sets on their future together.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Devil in Spring,Lisa Kleypas,4.09,Historical Romance,"An eccentric wallflowerMost debutantes dream of finding a husband. Lady Pandora Ravenel has different plans. The ambitious young beauty would much rather stay at home and plot out her new board game business than take part in the London Season. But one night at a glittering society ball, she’s ensnared in a scandal with a wickedly handsome stranger.A cynical rakeAfter years of evading marital traps with ease, Gabriel, Lord St. Vincent, has finally been caught by a rebellious girl who couldn’t be less suitable. In fact, she wants nothing to do with him. But Gabriel finds the high-spirited Pandora irresistible. He’ll do whatever it takes to possess her, even if their marriage of convenience turns out to be the devil’s own bargain.A perilous plotAfter succumbing to Gabriel’s skilled and sensuous persuasion, Pandora agrees to become his bride. But soon she discovers that her entrepreneurial endeavors have accidentally involved her in a dangerous conspiracy–and only her husband can keep her safe. As Gabriel protects her from their unknown adversaries, they realize their devil’s bargain may just turn out to be a match made in heaven.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Blood Vow,J.R. Ward,4.39,Paranormal,"New York Times best-selling authorJ. R. Wardreturns with an all-new tale of paranormal passion in the world of the Black Dagger Brotherhood.The Black Dagger Brotherhood continues to train the best of the best to join them in the deadly battle against the Lessening Society. Among the new recruits, Axe proves to be a cunning and vicious fighter - and also a loner isolated because of personal tragedy. When an aristocratic female needs a bodyguard, Axe takes the job, though he's unprepared for the animal attraction that flares between him and the one he is sworn to protect.For Elise, who lost her first cousin to a grisly murder, Axe's dangerous appeal is enticing - and possibly a distraction from her grief. But as they delve deeper into her cousin's death, and their physical connection grows into so much more, Axe fears that the secrets he keeps and his tortured conscience will tear them apart.Rhage, the Brother with the biggest heart, knows all about self-punishing, and he wants to help Axe reach his full potential. But when an unexpected arrival threatens Rhage and Mary's new family, he finds himself back in the trenches again, fighting against a destiny that will destroy all he holds most dear.As Axe's past becomes known, and fate seems to be turning against Rhage, both males must reach deep - and pray that love, rather than anger, will be their lantern in the darkness.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Wait For It,Mariana Zapata,4.30,Romance,"If anyone ever said being an adult was easy, they hadn't been one long enough. Diana Casillas can admit it: she doesn't know what the hell she's doing half the time. How she's made it through the last two years of her life without killing anyone is nothing short of a miracle. Being a grown-up wasn't supposed to be so hard. With a new house, two little boys she inherited the most painful possible way, a giant dog, a job she usually loves, more than enough family, and friends, she has almost everything she could ever ask for. Except for a boyfriend. Or a husband. But who needs either one of those?",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Egomaniac,Vi Keeland,4.20,Romance,"The night I met Drew Jagger, he’d just broken into my new Park Avenue office. I dialed 9-1-1 before proceeding to attack him with my fancy new Krav Maga skills.  He quickly restrained me, then chuckled, finding my attempted assault amusing.Of course, my intruder had to be arrogant. Only, turned out, he wasn’t an intruder at all.Drew was the rightful occupant of my new office. He’d been on vacation while his posh space was renovated. Which was how a scammer got away with leasing me office space that wasn’t really available for rent. I was swindled out of ten grand.The next day, after hours at the police station, Drew took pity on me and made me an offer I couldn’t refuse. In exchange for answering his phones while his secretary was out, he’d let me stay until I found a new place. I probably should have acted grateful and kept my mouth shut when I overheard the advice he was spewing to his clients. But I couldn’t help giving him a piece of my mind. I never expected my body to react every time we argued. Especially when that was all we seemed to be able to do.The two of us were complete opposites. Drew was a bitter, angry, gorgeous-as-all-hell destroyer of relationships. And my job was to help people save their marriages. The only thing the two of us had in common was the space we were sharing. And an attraction that was getting harder to deny by the day.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Royally Matched,Emma Chase,4.10,Romance,"Some men are born responsible, some men have responsibility thrust upon them. Henry Charles Albert Edgar Pembrook, Prince of Wessco, just got the motherlode of all responsibility dumped in his regal lap.He’s not handling it well.Hoping to force her grandson to rise to the occasion, Queen Lenora goes on a much-needed safari holiday—and when the Queen’s away, the Prince will play. After a chance meeting with an American television producer, Henry finally makes a decision all on his own:Welcome to Matched: Royal Edition.A reality TV dating game show featuring twenty of the world's most beautiful blue bloods gathered in the same castle. Only one will win the diamond tiara, only one will capture the handsome prince’s heart.While Henry revels in the sexy, raunchy antics of the contestants as they fight, literally, for his affection, it’s the quiet, bespectacled girl in the corner—with the voice of an angel and a body that would tempt a saint—who catches his eye.The more Henry gets to know Sarah Mirabelle Zinnia Von Titebottum, the more enamored he becomes of her simple beauty, her strength, her kind spirit…and her naughty sense of humor.But Rome wasn’t built in a day—and irresponsible royals aren’t reformed overnight.As he endeavors to right his wrongs, old words take on whole new meanings for the dashing Prince. Words like, Duty, Honor and most of all—Love.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Silver Silence,Nalini Singh,4.27,Romance,"NYT bestselling author Nalini Singh returns to her extraordinary Psy-Changeling world with a story of wild passion and darkest betrayal . . .Control. Precision. Family. These are the principles that drive Silver Mercant. At a time when the fledgling Trinity Accord seeks to unite a divided world, with Silver playing a crucial role as director of a worldwide emergency response network, wildness and chaos are the last things she needs in her life. But that's exactly what Valentin Nikolaev, alpha of the StoneWater bears, brings with him.Valentin has never met a more fascinating woman. Though Silver is ruled by Silence—her mind clear of all emotion—Valentin senses a whisper of fire around her. That's what keeps him climbing apartment buildings to be near her. But when a shadow assassin almost succeeds in poisoning Silver, the stakes become deadly serious . . . and Silver finds herself in the heart of a powerful bear clan.Her would-be assassin has no idea what their poison has unleashed . . .",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Vicious,L.J. Shen,3.96,Romance,"EmiliaThey say love and hate are the same feelings experienced under different circumstances, and it’s true. The man who comes to me in my dreams also haunts me in my nightmares. He is a brilliant lawyer. A skilled criminal. A beautiful liar. A bully and a savior, a monster and a lover.Ten years ago, he made me run away from the small town where we lived. Now, he came for me in New York, and he isn’t leaving until he takes me with him.ViciousShe is a starving artist. Pretty and evasive like cherry blossom. Ten years ago, she barged into my life unannounced and turned everything upside down. She paid the price.Emilia LeBlanc is completely off-limits, my best friend’s ex-girlfriend. The woman who knows my darkest secret, and the daughter of the cheap Help we hired to take care of our estate. That should deter me from chasing her, but it doesn’t. So she hates me. Big fucking deal. She better get used to me.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Dirty Filthy Rich Men,Laurelin Paige,4.08,Romance,"When I met Donovan Kincaid, I knew he was rich. I didn’t know he was filthy. Truth be told, I was only trying to get his best friend to notice me.I knew poor scholarship girls like me didn't stand a chance against guys like Weston King and Donovan Kincaid, but I was in love with his world, their world, of parties and sex and power. I knew what I wanted—I knew who I wanted—until one night, their world tried to bite me back and Donovan saved me. He saved me, and then Weston finally noticed me, and I finally learned what it was to be in their world.And then what it was like to lose it.Ten years later, I’ve found my way back. Back to their world. Back to him.This time, I’m ready. I've been down this road before, and I know all the dirty, filthy ways Donovan will try and wreck me.But it’s hard to resist. Especially when I know how much I’ll like it.From NYT Bestselling author Laurelin Paige, discover a whole new world filled with sex, love, power, romance and dirty, filthy rich men.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Beard in Mind,Penny Reid,4.19,Romance,"NEW YORK TIMES, WALL STREET JOURNAL, & USA TODAY bestselling seriesSemi Finalist: Goodreads Choice Awards, Best Romance 2017All is fair in love and auto maintenance.Beau Winston is the nicest, most accommodating guy in the world. Usually.Handsome as the devil and twice as charismatic, Beau lives a charmed life as everyone’s favorite Winston Brother. But since his twin decided to leave town, and his other brother hired a stunning human-porcupine hybrid as a replacement mechanic for their auto shop, Beau Winston’s charmed life has gone to hell in a handbasket.Shelly Sullivan is not nice and is never accommodating. Ever.She mumbles to herself, but won’t respond when asked a question. She glares at everyone, especially babies. She won’t shake hands with or touch another person, but has no problems cuddling with a dog. And her damn parrot speaks only in curse words. Beau wants her gone. He wants her out of his auto shop, out of Tennessee, and out of his life.The only problem is, learning why this porcupine wears her coat of spikes opens a Pandora’s box of complexity—exquisite, tempting, heartbreaking complexity—and Beau Winston soon discovers being nice and accommodating might mean losing what matters most.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Dating-ish,Penny Reid,4.22,Romance,"There are three things you need to know about Marie Harris:1) She's fed up with online dating,2) She's so fed up, she's willing to forego the annoyance and consider more creative alternatives, and3) She knows how to knit.After the most bizarre and irritating first date in the history of humankind, Marie is looking for an alternative to men. With the help of her friends, she quickly identifies a few possibilities: Need a cuddle? Use a professional cuddler. Need affirmation? Get yourself a life coach. Need an orgasm? Try orgasm meditation! Why does she need the hassle of a romantic partner when she can meet all her needs with paid services? But then her irritating date resurfaces. And he's not at all the person she thought he was. And he suggests a different--and crazier--solution to her dilemma . . .As everyone knows (or will soon come to realize), traditional relations between humans are a thing of the past. Robots are our future. And if robots are our future, then why do we need other people at all?'Dating-ish' can be read as a standalone, is a full length 100k word novel, and is book #6 in the Knitting in the City Series.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Forged in Desire,Brenda Jackson,4.08,Romance,"Strong enough to protect her. Bold enough to love her.When good girl Margo Connelly becomes Lamar ""Striker"" Jennings's latest assignment, she knows she's in trouble. And not just because he's been hired to protect her from an underworld criminal. The reformed bad boy's appeal is breaching all her defenses, and as the threats against her increase, Margo isn't sure which is more dangerous: the gangster targeting her, or the far too alluring protector tempting her to let loose.Though Striker's now living on the right side of the law, he's convinced his troubled past keeps Margo out of his league. But physical chemistry explodes into full-blown passion when they go on the run together. Surrendering to desire could be a deadly distraction—or finally prove that he's the only man qualified to keep her safe, and win her love.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
The Duchess Deal,Tessa Dare,4.00,Romance,"When girl meets Duke, their marriage breaks all the rules…Since his return from war, the Duke of Ashbury’s to-do list has been short and anything but sweet: brooding, glowering, menacing London ne’er-do-wells by night. Now there’s a new item on the list. He needs an heir—which means he needs a wife. When Emma Gladstone, a vicar’s daughter turned seamstress, appears in his library wearing a wedding gown, he decides on the spot that she’ll do.His terms are simple:- They will be husband and wife by night only.- No lights, no kissing.- No questions about his battle scars.- Last, and most importantly… Once she’s pregnant with his heir, they need never share a bed again.But Emma is no pushover. She has a few rules of her own:- They will have dinner together every evening.- With conversation.- And unlimited teasing.- Last, and most importantly… Once she’s seen the man beneath the scars, he can’t stop her from falling in love…",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Damaged Like Us,Krista Ritchie,3.96,Romance,"Don’t date your bodyguard.It was the one rule he had to break.Maximoff Hale is a force of nature. A ship unwilling to be steered. Headstrong, resilient, and wholly responsible ― the twenty-two-year-old alpha billionaire can handle his unconventional life. By noon, lunch can turn into a mob of screaming fans. By two, his face is all over the internet.Born into one of the most famous families in the country, his celebrity status began at birth.He is certified American royalty.When he’s assigned a new 24/7 bodyguard, he comes face-to-face with the worst case being attached to the tattooed, MMA-trained, Yale graduate who’s known for “going rogue” in the security team ― and who fills 1/3 of Maximoff's sexual fantasies.Twenty-seven-year-old Farrow Keene has one protect Maximoff Hale. Flirting, dating, and hot sex falls far, far out of the boundary of his bodyguard duties and into “termination” territory. But when feelings surface, protecting the sexy-as-sin, stubborn celebrity becomes increasingly complicated.Together, boundaries blur, and being exposed could mean catastrophic consequences for both.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,romance
Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.17,Fantasy,"J.K. Rowling's screenwriting debut is captured in this exciting hardcover edition of the Fantastic Beasts and Where to Find Them screenplay.When Magizoologist Newt Scamander arrives in New York, he intends his stay to be just a brief stopover. However, when his magical case is misplaced and some of Newt's fantastic beasts escape, it spells trouble for everyone…Fantastic Beasts and Where to Find Them marks the screenwriting debut of J.K. Rowling, author of the beloved and internationally bestselling Harry Potter books. Featuring a cast of remarkable characters, this is epic, adventure-packed storytelling at its very best.Whether an existing fan or new to the wizarding world, this is a perfect addition to any reader's bookshelf.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Norse Mythology,Neil Gaiman,4.10,Fantasy,"Neil Gaiman has long been inspired by ancient mythology in creating the fantastical realms of his fiction. Now he turns his attention back to the source, presenting a bravura rendition of the great northern tales.InNorse Mythology, Gaiman stays true to the myths in envisioning the major Norse pantheon: Odin, the highest of the high, wise, daring, and cunning; Thor, Odin’s son, incredibly strong yet not the wisest of gods; and Loki—son of a giant—blood brother to Odin and a trickster and unsurpassable manipulator.Gaiman fashions these primeval stories into a novelistic arc that begins with the genesis of the legendary nine worlds and delves into the exploits of deities, dwarfs, and giants. Once, when Thor's hammer is stolen, Thor must disguise himself as a woman—difficult with his beard and huge appetite—to steal it back. More poignant is the tale in which the blood of Kvasir—the most sagacious of gods—is turned into a mead that infuses drinkers with poetry. The work culminates in Ragnarok, the twilight of the gods and rebirth of a new time and people.Through Gaiman’s deft and witty prose emerge these gods with their fiercely competitive natures, their susceptibility to being duped and to duping others, and their tendency to let passion ignite their actions, making these long-ago myths breathe pungent life again.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
A Conjuring of Light,V.E. Schwab,4.32,Fantasy,"Witness the fate of beloved heroes - and enemies.THE BALANCE OF POWER HAS FINALLY TIPPED...The precarious equilibrium among four Londons has reached its breaking point. Once brimming with the red vivacity of magic, darkness casts a shadow over the Maresh Empire, leaving a space for another London to rise.WHO WILL CRUMBLE?Kell - once assumed to be the last survivingAntari- begins to waver under the pressure of competing loyalties. And in the wake of tragedy, can Arnes survive?WHO WILL RISE?Lila Bard, once a commonplace - but never common - thief, has survived and flourished through a series of magical trials. But now she must learn to control the magic, before it bleeds her dry. Meanwhile, the disgraced Captain Alucard Emery of theNight Spirecollects his crew, attempting a race against time to acquire the impossible.WHO WILL TAKE CONTROL?And an ancient enemy returns to claim a crown while a fallen hero tries to save a world in decay.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Oathbringer,Brandon Sanderson,4.62,Fantasy,"InOathbringer, the third volume of theNew York Timesbestselling Stormlight Archive, humanity faces a new Desolation with the return of the Voidbringers, a foe with numbers as great as their thirst for vengeance.Dalinar Kholin's Alethi armies won a fleeting victory at a terrible cost: The enemy Parshendi summoned the violent Everstorm, which now sweeps the world with destruction, and in its passing awakens the once peaceful and subservient parshmen to the horror of their millennia-long enslavement by humans. While on a desperate flight to warn his family of the threat, Kaladin Stormblessed must come to grips with the fact that the newly kindled anger of the parshmen may be wholly justified.Nestled in the mountains high above the storms, in the tower city of Urithiru, Shallan Davar investigates the wonders of the ancient stronghold of the Knights Radiant and unearths dark secrets lurking in its depths. And Dalinar realizes that his holy mission to unite his homeland of Alethkar was too narrow in scope. Unless all the nations of Roshar can put aside Dalinar's blood-soaked past and stand together--and unless Dalinar himself can confront that past--even the restoration of the Knights Radiant will not prevent the end of civilization.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
One Fell Sweep,Ilona Andrews,4.46,Fantasy,"Dina DeMille may run the nicest Bed and Breakfast in Red Deer, Texas, but she caters to a very particular kind of guest… the kind that no one on Earth is supposed to know about. Guests like a former intergalactic tyrant with an impressive bounty on her head, the Lord Marshal of a powerful vampire clan, and a displaced-and-superhot werewolf; so don’t stand too close, or you may be collateral damage.But what passes for Dina’s normal life is about to be thrown into chaos. First, she must rescue her long-distant older sister, Maud, who’s been exiled with her family to a planet that functions as the most lawless penal colony since Botany Bay. Then she agrees to help a guest whose last chance at saving his civilization could bring death and disaster to all Dina holds dear. Now Gertrude Hunt is under siege by a clan of assassins. To keep her guests safe and to find her missing parents, Dina will risk everything, even if she has to pay the ultimate price. Though Sean may have something to say aboutthat!!",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Feversong,Karen Marie Moning,4.39,Fantasy,"MacKayla Lane and Jericho Barrons return in the epic conclusion to the pulse-pounding Fever series, where a world thrown into chaos grows more treacherous at every turn.As Mac, Barrons, Ryodan, and Jada struggle to restore control, enemies become allies, right and wrong cease to exist, and the lines between life and death, lust and love, disappear completely. Black holes loom menacingly over Dublin, threatening to destroy the earth, yet the greatest danger is the one MacKayla Lane has unleashed from within: TheSinsar Dubh--a sentient book of unthinkable evil--has possessed her body and will stop at nothing in its insatiable quest for power.The fate of Man and Fae rests on destroying the book and recovering the long-lost Song of Making, the sole magic that can repair the fragile fabric of the earth. But to achieve these aims,sidhe-seers,the Nine, Seelie, and Unseelie must form unlikely alliances and make heart-wrenching choices. For Barrons and Jada, this means finding the Seelie queen, who alone can wield the mysterious song, negotiating with a lethal Unseelie prince hell-bent on ruling the Fae courts, and figuring out how to destroy theSinsar Dubhwhile keeping Mac alive.This time, there's no gain without sacrifice, no pursuit without risk, no victory without irrevocable loss. In the battle for Mac's soul, every decision exacts a tremendous price.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
The Stone Sky,N.K. Jemisin,4.35,Fantasy,"This is the way the world ends... for the last time.The Moon will soon return. Whether this heralds the destruction of humankind or something worse will depend on two women.Essun has inherited the power of Alabaster Tenring. With it, she hopes to find her daughter Nassun and forge a world in which every orogene child can grow up safe.For Nassun, her mother's mastery of the Obelisk Gate comes too late. She has seen the evil of the world, and accepted what her mother will not admit: that sometimes what is corrupt cannot be cleansed, only destroyed.The remarkable conclusion to the post-apocalyptic and highly acclaimed trilogy that began with the multi-award-nominatedThe Fifth Season.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
The Fate of the Tearling,Erika Johansen,3.74,Fantasy,"In less than a year, Kelsea Glynn has grown from an awkward teenager into a powerful monarch and a visionary leader.And as she has come into her own as the Queen of the Tearling, she has transformed her realm. But in her quest to end corruption and restore justice, she has made many enemies - chief among them the evil and feared Red Queen, who ordered the armies of Mortmesne to march against the Tear and crush them.To protect her people from such a devastating invasion, Kelsea did the unthinkable - naming the Mace, the trusted head of her personal guards, Regent in her place, she surrendered herself and her magical sapphires to her enemy. But the Mace will not rest until he and his men rescue their sovereign from her prison in Mortmesne.So, the endgame has begun and the fate of Queen Kelsea - and the Tearling itself - will be revealed...WithThe Fate of the Tearling, Erika Johansen draws her unforgettable story full of magic and adventure to a thrilling close.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Etched in Bone,Anne Bishop,4.32,Fantasy,"New York Timesbestselling author Anne Bishop returns to her world of the Others, as humans struggle to survive in the shadow of shapeshifters and vampires far more powerful than themselves…After a human uprising was brutally put down by the Elders—a primitive and lethal form of the Others—the few cities left under human control are far-flung. And the people within them now know to fear the no-man’s-land beyond their borders—and the darkness…As some communities struggle to rebuild, Lakeside Courtyard has emerged relatively unscathed, though Simon Wolfgard, its wolf shifter leader, and blood prophet Meg Corbyn must work with the human pack to maintain the fragile peace. But all their efforts are threatened when Lieutenant Montgomery’s shady brother arrives, looking for a free ride and easy pickings.With the humans on guard against one of their own, tensions rise, drawing the attention of the Elders, who are curious about the effect such an insignificant predator can have on a pack. But Meg knows the dangers, for she has seen in the cards how it will all end—with her standing beside a grave",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Eleventh Grave in Moonlight,Darynda Jones,4.36,Paranormal,"A typical day in the life of Charley Davidson involves cheating husbands, missing people, errant wives, philandering business owners, and oh yeah...demons, hell hounds, evil gods, and dead people. Lots and lots of dead people. As a part time Private Investigator and full-time Grim Reaper, Charley has to balance the good, the bad, the undead, and those who want her dead. In this eleventh installment, Charley is learning to make peace with the fact that she is a goddess with all kinds of power and that her own daughter has been born to save the world from total destruction. But the forces of hell are determined to see Charley banished forever to the darkest corners of another dimension. With the son of Satan himself as her husband and world-rocking lover, maybe Charley can find a way to have her happily ever after after all.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Silence Fallen,Patricia Briggs,4.40,Urban Fantasy,"Mercy Thompson has found her voice in the werewolf pack. But when Mercy’s bond with the pack—and her mate—is broken, she’ll learn what it truly means to be alone...Attacked and abducted in her home territory, Mercy finds herself in the clutches of the most powerful vampire in the world, taken as a weapon to use against alpha werewolf Adam and the ruler of the Tri-Cities vampires. In coyote form, Mercy escapes—only to find herself without money, without clothing, and alone in the heart of Europe...Unable to contact Adam and the rest of the pack, Mercy has allies to find and enemies to fight, and she needs to figure out which is which. Ancient powers stir, and Mercy must be her agile best to avoid causing a war between vampires and werewolves, and between werewolves and werewolves. And in the heart of the ancient city of Prague, old ghosts rise...",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Kings of the Wyld,Nicholas Eames,4.28,Fantasy,"Clay Cooper and his band were once the best of the best -- the meanest, dirtiest, most feared crew of mercenaries this side of the Heartwyld.Their glory days long past, the mercs have grown apart and grown old, fat, drunk - or a combination of the three. Then an ex-bandmate turns up at Clay's door with a plea for help. His daughter Rose is trapped in a city besieged by an enemy one hundred thousand strong and hungry for blood. Rescuing Rose is the kind of mission that only the very brave or the very stupid would sign up for.It's time to get the band back together for one last tour across the Wyld.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Sins of Empire,Brian  McClellan,4.40,Fantasy,"An epic newfantasy series from Brian McClellan, set in the world of his wildly popular Powder Mage trilogy.A world on the cusp of a new age...The young nation of Fatrasta is a turbulent place -- a frontier destination for criminals, fortune-hunters, brave settlers, and sorcerers seeking relics of the past. Only the iron will of the lady chancellor and her secret police holds the capital city of Landfall together against the unrest of an oppressed population and the machinations of powerful empires.Sedition is a dangerous word...The insurrection that threatens Landfall must be purged with guile and force, a task which falls on the shoulders of a spy named Michel Bravis, convicted war hero Mad Ben Styke, and Lady Vlora Flint, a mercenary general with a past as turbulent as Landfall's present.The past haunts us all...As loyalties are tested, revealed, and destroyed, a grim specter as old as time has been unearthed in this wild land, and the people of Landfall will soon discover that rebellion is the least of their worries.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
The Land: Raiders,Aleron Kong,4.43,Fantasy,"“This is the world you were meant to fight for!”Welcome to the SIXTH vivacious installment of Aleron Kong's, Chaos Seeds series.The time of hiding has passed. The Mist Village will make itself known. Goblins have invaded Richter’s lands. Though the first incursion has been defeated, the anger of Chaos Seed remains. Those who challenge Richter’s power will learn there is a reason all creatures fear the mist… it is the home of monsters.For the first time, Richter takes the battle to his enemies. He will live up to his name, and the very Land will shake with this power. With his allies, the Wood Sprites of Nadria, the army of the Mist Village marches to war. Richter has been a healer, an enchanter, a dungeon diver, and a killer. Now he becomes something more. He becomes a RAIDER!This is a world of wonder and horror.This is a world of pain and joy.This is the world of monsters… and the brave men who battle them.Welcome back my friends!Welcome back… to The Land!",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Age of Swords,Michael J. Sullivan,4.29,Fantasy,"A Goodreads Choice Award Nomination for Best Fantasy Novel of 2017The gods have been proven mortal and new heroes will arise as the battle continues in the sequel to Age of Myth--from the author of the Riyria Revelations and Riyria Chronicles series.In Age of Myth, fantasy master Michael J. Sullivan launched readers on an epic journey of magic and adventure, heroism and betrayal, love and loss. Now the thrilling saga continues as the human uprising is threatened by powerful enemies from without--and bitter rivalries from within.Raithe, the God Killer, may have started the rebellion by killing a Fhrey, but long-standing enmities dividing the Rhunes make it all but impossible to unite against the common foe. And even if the clans can join forces, how will they defeat an enemy whose magical prowess renders them indistinguishable from gods?The answer lies across the sea in a faraway land populated by a reclusive and dour race who feel nothing but disdain for both Fhrey and mankind. With time running out, Persephone leads the gifted young seer Suri, the Fhrey sorceress Arion, and a small band of misfits in a desperate search for aid--a quest that will take them into the darkest depths of Elan. There, an ancient adversary waits, as fearsome as it is deadly.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,fantasy
Artemis,Andy Weir,3.69,Science Fiction,"Jazz Bashara is a criminal.Well, sort of. Life on Artemis, the first and only city on the moon, is tough if you're not a rich tourist or an eccentric billionaire. So smuggling in the occasional harmless bit of contraband barely counts, right? Not when you've got debts to pay and your job as a porter barely covers the rent.Everything changes when Jazz sees the chance to commit the perfect crime, with a reward too lucrative to turn down. But pulling off the impossible is just the start of her problems, as she learns that she's stepped square into a conspiracy for control of Artemis itself—and that now, her only chance at survival lies in a gambit even riskier than the first.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,science-fiction
Waking Gods,Sylvain Neuvel,4.01,Science Fiction,"As a child, Rose Franklin made an astonishing discovery: a giant metallic hand, buried deep within the earth. As an adult, she’s dedicated her brilliant scientific career to solving the mystery that began that fateful day: Why was a titanic robot of unknown origin buried in pieces around the world? Years of investigation have produced intriguing answers—and even more perplexing questions. But the truth is closer than ever before when a second robot, more massive than the first, materializes and lashes out with deadly force.Now humankind faces a nightmare invasion scenario made real, as more colossal machines touch down across the globe. But Rose and her team at the Earth Defense Corps refuse to surrender. They can turn the tide if they can unlock the last secrets of an advanced alien technology. The greatest weapon humanity wields is knowledge in a do-or-die battle to inherit the Earth . . . and maybe even the stars.",https://www.goodreads.com/blog/show/2728-readers-top-100-romances-of-the-past-three-years?ref=Top100Rom24_eb,2017,science-fiction
